City_ID,City_ID,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
414,414,Saint-Georges,12.0564,-61.7485,76.68,83,75,10.36,"{'coord': {'lon': -61.7485, 'lat': 12.0564}, 'weather': [{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 76.68, 'feels_like': 77.94, 'temp_min': 76.68, 'temp_max': 76.68, 'pressure': 1013, 'humidity': 83}, 'visibility': 10000, 'wind': {'speed': 10.36, 'deg': 70}, 'clouds': {'all': 75}, 'dt': 1674022922, 'sys': {'type': 1, 'id': 8781, 'country': 'GD', 'sunrise': 1674037913, 'sunset': 1674079343}, 'timezone': -14400, 'id': 3579925, 'name': ""St. George's"", 'cod': 200}",light intensity shower rain
415,415,Maridi,4.9158,29.4742,76.91,24,80,8.5,"{'coord': {'lon': 29.4742, 'lat': 4.9158}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 76.91, 'feels_like': 75.43, 'temp_min': 76.91, 'temp_max': 76.91, 'pressure': 1013, 'humidity': 24, 'sea_level': 1013, 'grnd_level': 931}, 'visibility': 10000, 'wind': {'speed': 8.5, 'deg': 27, 'gust': 23.58}, 'clouds': {'all': 80}, 'dt': 1674022923, 'sys': {'country': 'SS', 'sunrise': 1674015360, 'sunset': 1674058098}, 'timezone': 7200, 'id': 370457, 'name': 'Maridi', 'cod': 200}",broken clouds
416,416,Siirt,37.9326,41.9403,26.74,100,40,0.0,"{'coord': {'lon': 41.9403, 'lat': 37.9326}, 'weather': [{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}], 'base': 'stations', 'main': {'temp': 26.74, 'feels_like': 26.74, 'temp_min': 26.74, 'temp_max': 26.74, 'pressure': 1025, 'humidity': 100}, 'visibility': 5000, 'wind': {'speed': 0, 'deg': 0}, 'clouds': {'all': 40}, 'dt': 1674022983, 'sys': {'type': 1, 'id': 6999, 'country': 'TR', 'sunrise': 1674015949, 'sunset': 1674051524}, 'timezone': 10800, 'id': 300822, 'name': 'Siirt', 'cod': 200}",fog
417,417,Amla,21.9333,78.1167,73.72,36,16,2.48,"{'coord': {'lon': 78.1167, 'lat': 21.9333}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 73.72, 'feels_like': 72.48, 'temp_min': 73.72, 'temp_max': 73.72, 'pressure': 1018, 'humidity': 36, 'sea_level': 1018, 'grnd_level': 935}, 'visibility': 10000, 'wind': {'speed': 2.48, 'deg': 149, 'gust': 4.34}, 'clouds': {'all': 16}, 'dt': 1674022984, 'sys': {'country': 'IN', 'sunrise': 1674005315, 'sunset': 1674044790}, 'timezone': 19800, 'id': 1278775, 'name': 'Amla', 'cod': 200}",few clouds
418,418,Soyo,-6.1349,12.3689,78.66,86,98,5.5,"{'coord': {'lon': 12.3689, 'lat': -6.1349}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 78.66, 'feels_like': 80.26, 'temp_min': 78.66, 'temp_max': 78.66, 'pressure': 1011, 'humidity': 86, 'sea_level': 1011, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 5.5, 'deg': 166, 'gust': 8.14}, 'rain': {'1h': 0.65}, 'clouds': {'all': 98}, 'dt': 1674022984, 'sys': {'country': 'AO', 'sunrise': 1674018465, 'sunset': 1674063206}, 'timezone': 3600, 'id': 2236967, 'name': 'Soyo', 'cod': 200}",light rain
419,419,Murmashi,68.8154,32.8115,0.01,85,0,2.24,"{'coord': {'lon': 32.8115, 'lat': 68.8154}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 0.01, 'feels_like': 0.01, 'temp_min': 0.01, 'temp_max': 0.01, 'pressure': 1008, 'humidity': 85}, 'visibility': 10000, 'wind': {'speed': 2.24, 'deg': 180}, 'clouds': {'all': 0}, 'dt': 1674022984, 'sys': {'type': 1, 'id': 8927, 'country': 'RU', 'sunrise': 1674030680, 'sunset': 1674041176}, 'timezone': 10800, 'id': 524299, 'name': 'Murmashi', 'cod': 200}",clear sky
420,420,Haguenau,48.8156,7.7905,34.92,94,100,1.9,"{'coord': {'lon': 7.7905, 'lat': 48.8156}, 'weather': [{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}], 'base': 'stations', 'main': {'temp': 32.05, 'feels_like': 32.05, 'temp_min': 31.06, 'temp_max': 34.92, 'pressure': 991, 'humidity': 94}, 'visibility': 10000, 'wind': {'speed': 1.9, 'deg': 313, 'gust': 5.3}, 'snow': {'1h': 0.34}, 'clouds': {'all': 100}, 'dt': 1674022985, 'sys': {'type': 2, 'id': 2007688, 'country': 'FR', 'sunrise': 1674026087, 'sunset': 1674057782}, 'timezone': 3600, 'id': 3014078, 'name': 'Haguenau', 'cod': 200}",light snow
421,421,Korla,41.7597,86.1469,13.6,74,6,4.72,"{'coord': {'lon': 86.1469, 'lat': 41.7597}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 13.6, 'feels_like': 5.83, 'temp_min': 13.6, 'temp_max': 13.6, 'pressure': 1044, 'humidity': 74, 'sea_level': 1044, 'grnd_level': 925}, 'visibility': 10000, 'wind': {'speed': 4.72, 'deg': 244, 'gust': 5.91}, 'clouds': {'all': 6}, 'dt': 1674022985, 'sys': {'country': 'CN', 'sunrise': 1674005942, 'sunset': 1674040307}, 'timezone': 28800, 'id': 1529376, 'name': 'Korla', 'cod': 200}",clear sky
422,422,Penzance,50.1186,-5.5371,39.88,56,54,27.02,"{'coord': {'lon': -5.5371, 'lat': 50.1186}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 39.88, 'feels_like': 28.83, 'temp_min': 39.88, 'temp_max': 39.88, 'pressure': 1000, 'humidity': 56, 'sea_level': 1000, 'grnd_level': 998}, 'visibility': 10000, 'wind': {'speed': 27.02, 'deg': 320, 'gust': 30.76}, 'clouds': {'all': 54}, 'dt': 1674022986, 'sys': {'type': 1, 'id': 1393, 'country': 'GB', 'sunrise': 1674029580, 'sunset': 1674060687}, 'timezone': 0, 'id': 2640377, 'name': 'Penzance', 'cod': 200}",broken clouds
423,423,Severnyy,50.677,36.5532,33.84,93,100,13.42,"{'coord': {'lon': 36.5532, 'lat': 50.677}, 'weather': [{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}], 'base': 'stations', 'main': {'temp': 33.84, 'feels_like': 24.51, 'temp_min': 33.84, 'temp_max': 33.84, 'pressure': 1015, 'humidity': 93}, 'visibility': 4500, 'wind': {'speed': 13.42, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1674022987, 'sys': {'type': 1, 'id': 9030, 'country': 'RU', 'sunrise': 1674019618, 'sunset': 1674050442}, 'timezone': 10800, 'id': 496358, 'name': 'Severnyy', 'cod': 200}",mist
424,424,Coihaique,-45.5752,-72.0662,55.35,62,0,8.05,"{'coord': {'lon': -72.0662, 'lat': -45.5752}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 55.35, 'feels_like': 53.49, 'temp_min': 48.81, 'temp_max': 55.35, 'pressure': 1018, 'humidity': 62}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 20}, 'clouds': {'all': 0}, 'dt': 1674022732, 'sys': {'type': 1, 'id': 8491, 'country': 'CL', 'sunrise': 1674033773, 'sunset': 1674088436}, 'timezone': -10800, 'id': 3894426, 'name': 'Coyhaique', 'cod': 200}",clear sky
425,425,Sainte-Maxime,43.3,6.6333,42.82,68,48,14.38,"{'coord': {'lon': 6.6333, 'lat': 43.3}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 39.63, 'feels_like': 31.55, 'temp_min': 35.76, 'temp_max': 42.82, 'pressure': 991, 'humidity': 68, 'sea_level': 991, 'grnd_level': 991}, 'visibility': 10000, 'wind': {'speed': 14.38, 'deg': 283, 'gust': 26.13}, 'clouds': {'all': 48}, 'dt': 1674022987, 'sys': {'type': 2, 'id': 2006377, 'country': 'FR', 'sunrise': 1674025281, 'sunset': 1674059143}, 'timezone': 3600, 'id': 6445060, 'name': 'Sainte-Maxime', 'cod': 200}",scattered clouds
426,426,Maraa,-1.8333,-65.3667,69.42,100,99,2.59,"{'coord': {'lon': -65.3667, 'lat': -1.8333}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 69.42, 'feels_like': 70.77, 'temp_min': 69.42, 'temp_max': 69.42, 'pressure': 1010, 'humidity': 100, 'sea_level': 1010, 'grnd_level': 1002}, 'visibility': 10000, 'wind': {'speed': 2.59, 'deg': 54, 'gust': 10.09}, 'clouds': {'all': 99}, 'dt': 1674022988, 'sys': {'country': 'BR', 'sunrise': 1674037518, 'sunset': 1674081474}, 'timezone': -14400, 'id': 3663475, 'name': 'Maraã', 'cod': 200}",overcast clouds
427,427,Canutama,-6.5339,-64.3831,70.92,99,89,2.37,"{'coord': {'lon': -64.3831, 'lat': -6.5339}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 70.92, 'feels_like': 72.36, 'temp_min': 70.92, 'temp_max': 70.92, 'pressure': 1010, 'humidity': 99, 'sea_level': 1010, 'grnd_level': 1005}, 'visibility': 10000, 'wind': {'speed': 2.37, 'deg': 28, 'gust': 4.07}, 'clouds': {'all': 89}, 'dt': 1674022988, 'sys': {'country': 'BR', 'sunrise': 1674036854, 'sunset': 1674081666}, 'timezone': -14400, 'id': 3664716, 'name': 'Canutama', 'cod': 200}",overcast clouds
428,428,Tshikapa,-6.4167,20.8,66.81,94,96,2.01,"{'coord': {'lon': 20.8, 'lat': -6.4167}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 66.81, 'feels_like': 67.6, 'temp_min': 66.81, 'temp_max': 66.81, 'pressure': 1014, 'humidity': 94, 'sea_level': 1014, 'grnd_level': 959}, 'visibility': 10000, 'wind': {'speed': 2.01, 'deg': 225, 'gust': 3.31}, 'clouds': {'all': 96}, 'dt': 1674022989, 'sys': {'country': 'CD', 'sunrise': 1674016415, 'sunset': 1674061208}, 'timezone': 7200, 'id': 204953, 'name': 'Tshikapa', 'cod': 200}",overcast clouds
429,429,Ardakan,32.31,54.0175,34.02,96,98,5.01,"{'coord': {'lon': 54.0175, 'lat': 32.31}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 34.02, 'feels_like': 29.43, 'temp_min': 34.02, 'temp_max': 34.02, 'pressure': 1028, 'humidity': 96, 'sea_level': 1028, 'grnd_level': 905}, 'visibility': 10000, 'wind': {'speed': 5.01, 'deg': 146, 'gust': 5.37}, 'clouds': {'all': 98}, 'dt': 1674022989, 'sys': {'country': 'IR', 'sunrise': 1674012285, 'sunset': 1674049390}, 'timezone': 12600, 'id': 143073, 'name': 'Ardakān', 'cod': 200}",overcast clouds
430,430,Taltal,-25.4,-70.4833,66.67,82,3,1.86,"{'coord': {'lon': -70.4833, 'lat': -25.4}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 66.67, 'feels_like': 66.88, 'temp_min': 66.67, 'temp_max': 66.67, 'pressure': 1014, 'humidity': 82, 'sea_level': 1014, 'grnd_level': 1013}, 'visibility': 10000, 'wind': {'speed': 1.86, 'deg': 14, 'gust': 3.42}, 'clouds': {'all': 3}, 'dt': 1674022990, 'sys': {'country': 'CL', 'sunrise': 1674036422, 'sunset': 1674085027}, 'timezone': -10800, 'id': 3870243, 'name': 'Taltal', 'cod': 200}",clear sky
431,431,Le Port,-20.9373,55.2919,84.2,64,95,2.71,"{'coord': {'lon': 55.2919, 'lat': -20.9373}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 81.54, 'feels_like': 84.47, 'temp_min': 78.76, 'temp_max': 84.2, 'pressure': 1015, 'humidity': 64, 'sea_level': 1015, 'grnd_level': 1013}, 'visibility': 10000, 'wind': {'speed': 2.71, 'deg': 79, 'gust': 9.13}, 'clouds': {'all': 95}, 'dt': 1674022990, 'sys': {'type': 2, 'id': 2072511, 'country': 'RE', 'sunrise': 1674006713, 'sunset': 1674054350}, 'timezone': 14400, 'id': 935616, 'name': 'Le Port', 'cod': 200}",overcast clouds
432,432,Andreapol,56.6513,32.2664,33.91,98,100,10.09,"{'coord': {'lon': 32.2664, 'lat': 56.6513}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 33.91, 'feels_like': 26.04, 'temp_min': 33.91, 'temp_max': 33.91, 'pressure': 1007, 'humidity': 98, 'sea_level': 1007, 'grnd_level': 980}, 'visibility': 155, 'wind': {'speed': 10.09, 'deg': 163, 'gust': 27.18}, 'clouds': {'all': 100}, 'dt': 1674022990, 'sys': {'country': 'RU', 'sunrise': 1674022362, 'sunset': 1674049756}, 'timezone': 10800, 'id': 582105, 'name': ""Andreapol'"", 'cod': 200}",overcast clouds
433,433,Traverse City,44.7631,-85.6206,35.83,99,100,10.45,"{'coord': {'lon': -85.6206, 'lat': 44.7631}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 35.1, 'feels_like': 27.36, 'temp_min': 34.99, 'temp_max': 35.83, 'pressure': 1006, 'humidity': 99, 'sea_level': 1006, 'grnd_level': 984}, 'visibility': 869, 'wind': {'speed': 10.45, 'deg': 311, 'gust': 19.46}, 'clouds': {'all': 100}, 'dt': 1674022991, 'sys': {'type': 2, 'id': 2017082, 'country': 'US', 'sunrise': 1674047676, 'sunset': 1674081040}, 'timezone': -18000, 'id': 5012495, 'name': 'Traverse City', 'cod': 200}",overcast clouds
434,434,Diego De Almagro,-26.3667,-70.05,62.87,53,0,1.43,"{'coord': {'lon': -70.05, 'lat': -26.3667}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 62.87, 'feels_like': 61.34, 'temp_min': 62.87, 'temp_max': 62.87, 'pressure': 1013, 'humidity': 53, 'sea_level': 1013, 'grnd_level': 904}, 'visibility': 10000, 'wind': {'speed': 1.43, 'deg': 234, 'gust': 1.7}, 'clouds': {'all': 0}, 'dt': 1674022725, 'sys': {'country': 'CL', 'sunrise': 1674036206, 'sunset': 1674085034}, 'timezone': -10800, 'id': 3892454, 'name': 'Diego de Almagro', 'cod': 200}",clear sky
435,435,Izamal,20.9333,-89.0167,67.14,84,8,5.03,"{'coord': {'lon': -89.0167, 'lat': 20.9333}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 67.14, 'feels_like': 67.5, 'temp_min': 67.14, 'temp_max': 67.14, 'pressure': 1012, 'humidity': 84, 'sea_level': 1012, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 5.03, 'deg': 120, 'gust': 23.8}, 'clouds': {'all': 8}, 'dt': 1674022991, 'sys': {'country': 'MX', 'sunrise': 1674045322, 'sunset': 1674085024}, 'timezone': -21600, 'id': 3526662, 'name': 'Izamal', 'cod': 200}",clear sky
436,436,Kotido,2.9806,34.1331,77.92,28,58,16.46,"{'coord': {'lon': 34.1331, 'lat': 2.9806}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 77.92, 'feels_like': 76.73, 'temp_min': 77.92, 'temp_max': 77.92, 'pressure': 1014, 'humidity': 28, 'sea_level': 1014, 'grnd_level': 883}, 'visibility': 10000, 'wind': {'speed': 16.46, 'deg': 86, 'gust': 22.06}, 'clouds': {'all': 58}, 'dt': 1674022992, 'sys': {'country': 'UG', 'sunrise': 1674014067, 'sunset': 1674057155}, 'timezone': 10800, 'id': 230617, 'name': 'Kotido', 'cod': 200}",broken clouds
437,437,Kolyshley,52.7005,44.5367,16.0,90,100,11.25,"{'coord': {'lon': 44.5367, 'lat': 52.7005}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 16, 'feels_like': 3.4, 'temp_min': 16, 'temp_max': 16, 'pressure': 1032, 'humidity': 90, 'sea_level': 1032, 'grnd_level': 1005}, 'visibility': 10000, 'wind': {'speed': 11.25, 'deg': 151, 'gust': 29.33}, 'clouds': {'all': 100}, 'dt': 1674022992, 'sys': {'country': 'RU', 'sunrise': 1674018219, 'sunset': 1674048007}, 'timezone': 10800, 'id': 545982, 'name': 'Kolyshley', 'cod': 200}",overcast clouds
438,438,Lodwar,3.1191,35.5973,86.88,26,77,13.65,"{'coord': {'lon': 35.5973, 'lat': 3.1191}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 86.88, 'feels_like': 84.07, 'temp_min': 86.88, 'temp_max': 86.88, 'pressure': 1012, 'humidity': 26, 'sea_level': 1012, 'grnd_level': 957}, 'visibility': 10000, 'wind': {'speed': 13.65, 'deg': 102, 'gust': 19.08}, 'clouds': {'all': 77}, 'dt': 1674022993, 'sys': {'country': 'KE', 'sunrise': 1674013728, 'sunset': 1674056791}, 'timezone': 10800, 'id': 189280, 'name': 'Lodwar', 'cod': 200}",broken clouds
439,439,Amalapuram,16.5833,82.0167,83.23,48,2,3.31,"{'coord': {'lon': 82.0167, 'lat': 16.5833}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 83.23, 'feels_like': 83.8, 'temp_min': 83.23, 'temp_max': 83.23, 'pressure': 1017, 'humidity': 48, 'sea_level': 1017, 'grnd_level': 1016}, 'visibility': 10000, 'wind': {'speed': 3.31, 'deg': 151, 'gust': 3.15}, 'clouds': {'all': 2}, 'dt': 1674022993, 'sys': {'country': 'IN', 'sunrise': 1674003839, 'sunset': 1674044393}, 'timezone': 19800, 'id': 1278935, 'name': 'Amalāpuram', 'cod': 200}",clear sky
440,440,Caucaia,-3.7361,-38.6531,79.03,77,75,2.3,"{'coord': {'lon': -38.6531, 'lat': -3.7361}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 79.03, 'feels_like': 79.03, 'temp_min': 78.75, 'temp_max': 79.03, 'pressure': 1010, 'humidity': 77}, 'visibility': 10000, 'wind': {'speed': 2.3, 'deg': 180}, 'clouds': {'all': 75}, 'dt': 1674022993, 'sys': {'type': 2, 'id': 2008290, 'country': 'BR', 'sunrise': 1674030933, 'sunset': 1674075234}, 'timezone': -10800, 'id': 3402429, 'name': 'Caucaia', 'cod': 200}",broken clouds
441,441,East Linton,55.9874,-2.6568,35.58,64,92,17.96,"{'coord': {'lon': -2.6568, 'lat': 55.9874}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 34.39, 'feels_like': 23.7, 'temp_min': 33.26, 'temp_max': 35.58, 'pressure': 991, 'humidity': 64, 'sea_level': 991, 'grnd_level': 987}, 'visibility': 10000, 'wind': {'speed': 17.96, 'deg': 303, 'gust': 28.59}, 'clouds': {'all': 92}, 'dt': 1674022994, 'sys': {'type': 2, 'id': 2010366, 'country': 'GB', 'sunrise': 1674030513, 'sunset': 1674058372}, 'timezone': 0, 'id': 2650392, 'name': 'East Linton', 'cod': 200}",overcast clouds
442,442,Jumla,29.2747,82.1838,48.9,10,1,5.26,"{'coord': {'lon': 82.1838, 'lat': 29.2747}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 48.9, 'feels_like': 46.78, 'temp_min': 48.9, 'temp_max': 48.9, 'pressure': 1018, 'humidity': 10, 'sea_level': 1018, 'grnd_level': 772}, 'visibility': 10000, 'wind': {'speed': 5.26, 'deg': 276, 'gust': 5.93}, 'clouds': {'all': 1}, 'dt': 1674022995, 'sys': {'country': 'NP', 'sunrise': 1674005154, 'sunset': 1674042998}, 'timezone': 20700, 'id': 1283285, 'name': 'Jumla', 'cod': 200}",clear sky
443,443,Akdepe,42.0551,59.3788,26.69,31,22,9.55,"{'coord': {'lon': 59.3788, 'lat': 42.0551}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 26.69, 'feels_like': 17.4, 'temp_min': 26.69, 'temp_max': 26.69, 'pressure': 1031, 'humidity': 31, 'sea_level': 1031, 'grnd_level': 1022}, 'visibility': 10000, 'wind': {'speed': 9.55, 'deg': 67, 'gust': 13.38}, 'clouds': {'all': 22}, 'dt': 1674022995, 'sys': {'type': 1, 'id': 8993, 'country': 'TM', 'sunrise': 1674012413, 'sunset': 1674046688}, 'timezone': 18000, 'id': 601551, 'name': 'Akdepe', 'cod': 200}",few clouds
444,444,Nicoya,10.1483,-85.452,71.58,86,28,2.3,"{'coord': {'lon': -85.452, 'lat': 10.1483}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 71.58, 'feels_like': 72.48, 'temp_min': 71.58, 'temp_max': 71.58, 'pressure': 1011, 'humidity': 86, 'sea_level': 1011, 'grnd_level': 998}, 'visibility': 10000, 'wind': {'speed': 2.3, 'deg': 40, 'gust': 3.13}, 'clouds': {'all': 28}, 'dt': 1674022995, 'sys': {'country': 'CR', 'sunrise': 1674043425, 'sunset': 1674085211}, 'timezone': -21600, 'id': 3622716, 'name': 'Nicoya', 'cod': 200}",scattered clouds
445,445,Mirabad,30.4362,61.8383,40.73,89,100,9.04,"{'coord': {'lon': 61.8383, 'lat': 30.4362}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 40.73, 'feels_like': 34.97, 'temp_min': 40.73, 'temp_max': 40.73, 'pressure': 1023, 'humidity': 89, 'sea_level': 1023, 'grnd_level': 961}, 'visibility': 10000, 'wind': {'speed': 9.04, 'deg': 14, 'gust': 9.73}, 'rain': {'1h': 0.43}, 'clouds': {'all': 100}, 'dt': 1674022996, 'sys': {'country': 'AF', 'sunrise': 1674010175, 'sunset': 1674047745}, 'timezone': 16200, 'id': 1133310, 'name': 'Mīrābād', 'cod': 200}",light rain
446,446,Masuguru,-11.3667,38.4167,77.85,85,98,0.69,"{'coord': {'lon': 38.4167, 'lat': -11.3667}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 77.85, 'feels_like': 79.32, 'temp_min': 77.85, 'temp_max': 77.85, 'pressure': 1013, 'humidity': 85, 'sea_level': 1013, 'grnd_level': 994}, 'visibility': 10000, 'wind': {'speed': 0.69, 'deg': 306, 'gust': 1.57}, 'clouds': {'all': 98}, 'dt': 1674022996, 'sys': {'country': 'TZ', 'sunrise': 1674011723, 'sunset': 1674057442}, 'timezone': 10800, 'id': 878054, 'name': 'Masuguru', 'cod': 200}",overcast clouds
447,447,Mamlyutka,54.9375,68.5394,3.22,76,21,9.53,"{'coord': {'lon': 68.5394, 'lat': 54.9375}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 3.22, 'feels_like': -9.38, 'temp_min': 3.22, 'temp_max': 3.22, 'pressure': 1042, 'humidity': 76, 'sea_level': 1042, 'grnd_level': 1025}, 'visibility': 10000, 'wind': {'speed': 9.53, 'deg': 246, 'gust': 24.14}, 'clouds': {'all': 21}, 'dt': 1674022997, 'sys': {'type': 1, 'id': 8823, 'country': 'KZ', 'sunrise': 1674013107, 'sunset': 1674041596}, 'timezone': 21600, 'id': 1521153, 'name': 'Mamlyutka', 'cod': 200}",few clouds
448,448,Mehamn,71.0357,27.8492,28.35,80,0,13.8,"{'coord': {'lon': 27.8492, 'lat': 71.0357}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 28.35, 'feels_like': 17.38, 'temp_min': 24.71, 'temp_max': 28.35, 'pressure': 1003, 'humidity': 80}, 'visibility': 10000, 'wind': {'speed': 13.8, 'deg': 180}, 'clouds': {'all': 0}, 'dt': 1674022997, 'sys': {'type': 1, 'id': 1633, 'country': 'NO', 'sunrise': 0, 'sunset': 0}, 'timezone': 3600, 'id': 778707, 'name': 'Mehamn', 'cod': 200}",clear sky
449,449,Puerto Baquerizo Moreno,-0.9,-89.6,73.71,90,29,6.96,"{'coord': {'lon': -89.6, 'lat': -0.9}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 73.71, 'feels_like': 75, 'temp_min': 73.71, 'temp_max': 73.71, 'pressure': 1012, 'humidity': 90, 'sea_level': 1012, 'grnd_level': 1002}, 'visibility': 10000, 'wind': {'speed': 6.96, 'deg': 170, 'gust': 9.06}, 'clouds': {'all': 29}, 'dt': 1674022984, 'sys': {'country': 'EC', 'sunrise': 1674043420, 'sunset': 1674087207}, 'timezone': -21600, 'id': 3652758, 'name': 'Puerto Baquerizo Moreno', 'cod': 200}",scattered clouds
450,450,Inirida,3.8653,-67.9239,71.17,98,100,3.11,"{'coord': {'lon': -67.9239, 'lat': 3.8653}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 71.17, 'feels_like': 72.59, 'temp_min': 71.17, 'temp_max': 71.17, 'pressure': 1010, 'humidity': 98, 'sea_level': 1010, 'grnd_level': 999}, 'visibility': 10000, 'wind': {'speed': 3.11, 'deg': 111, 'gust': 15.61}, 'clouds': {'all': 100}, 'dt': 1674022998, 'sys': {'country': 'CO', 'sunrise': 1674038645, 'sunset': 1674081575}, 'timezone': -18000, 'id': 3671450, 'name': 'Inírida', 'cod': 200}",overcast clouds
451,451,Normandin,48.8333,-72.5321,14.31,93,100,3.56,"{'coord': {'lon': -72.5321, 'lat': 48.8333}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 14.31, 'feels_like': 8.33, 'temp_min': 14.31, 'temp_max': 14.31, 'pressure': 1000, 'humidity': 93, 'sea_level': 1000, 'grnd_level': 982}, 'visibility': 10000, 'wind': {'speed': 3.56, 'deg': 256, 'gust': 7.54}, 'clouds': {'all': 100}, 'dt': 1674022998, 'sys': {'type': 1, 'id': 901, 'country': 'CA', 'sunrise': 1674045357, 'sunset': 1674077075}, 'timezone': -18000, 'id': 6089179, 'name': 'Normandin', 'cod': 200}",overcast clouds
